date,symbol,daily_buzz,daily_sentiment,buzz_7d,polarity_7d,sentiment_7d_avg,sentiment_decay
2025-07-20,ACB,0.0,0.0,1.0,0.0,0.0,0.045599448334722736
2025-07-21,ACB,0.0,0.0,1.0,0.0,0.0,0.038759531084514326
2025-07-22,ACB,0.0,0.0,1.0,0.0,0.0,0.032945601421837174
2025-07-23,ACB,1.0,0.0,2.0,0.0,0.0,0.028003761208561597
2025-07-24,ACB,0.0,0.0,2.0,0.0,0.0,0.023803197027277356
2025-07-25,ACB,1.0,5.0,2.0,1.889822365046136,0.7142857142857143,5.020232717473186
2025-07-26,ACB,0.0,0.0,2.0,1.889822365046136,0.7142857142857143,4.267197809852208
2025-07-27,ACB,0.0,0.0,2.0,1.889822365046136,0.7142857142857143,3.6271181383743767
2025-07-28,ACB,0.0,0.0,2.0,1.889822365046136,0.7142857142857143,3.08305041761822
2025-07-29,ACB,0.0,0.0,2.0,1.889822365046136,0.7142857142857143,2.620592854975487
2025-07-30,ACB,0.0,0.0,1.0,1.889822365046136,0.7142857142857143,2.227503926729164
2025-07-31,ACB,1.0,0.0,2.0,1.889822365046136,0.7142857142857143,1.8933783377197895
2025-08-01,ACB,0.0,0.0,1.0,0.0,0.0,1.609371587061821
2025-08-02,ACB,0.0,0.0,1.0,0.0,0.0,1.367965849002548
2025-08-03,ACB,0.0,0.0,1.0,0.0,0.0,1.1627709716521657
2025-08-04,ACB,0.0,0.0,1.0,0.0,0.0,0.9883553259043408
2025-08-05,ACB,0.0,0.0,1.0,0.0,0.0,0.8401020270186896
2025-08-06,ACB,0.0,0.0,1.0,0.0,0.0,0.7140867229658862
2025-08-07,ACB,0.0,0.0,0.0,0.0,0.0,0.6069737145210032
2025-08-08,ACB,0.0,0.0,0.0,0.0,0.0,0.5159276573428527
2025-08-09,ACB,0.0,0.0,0.0,0.0,0.0,0.4385385087414248
2025-08-10,ACB,0.0,0.0,0.0,0.0,0.0,0.3727577324302111
2025-08-11,ACB,0.0,0.0,0.0,0.0,0.0,0.3168440725656794
2025-08-12,ACB,1.0,0.0,1.0,0.0,0.0,0.2693174616808275
2025-08-13,ACB,0.0,0.0,1.0,0.0,0.0,0.22891984242870336
2025-08-14,ACB,0.0,0.0,1.0,0.0,0.0,0.19458186606439784
2025-08-15,ACB,0.0,0.0,1.0,0.0,0.0,0.16539458615473815
2025-08-16,ACB,0.0,0.0,1.0,0.0,0.0,0.14058539823152744
2025-08-17,ACB,0.0,0.0,1.0,0.0,0.0,0.11949758849679831
2025-08-18,ACB,1.0,0.0,2.0,0.0,0.0,0.10157295022227857
2025-08-19,ACB,0.0,0.0,1.0,0.0,0.0,0.08633700768893678
2025-08-20,ACB,0.0,0.0,1.0,0.0,0.0,0.07338645653559626
2025-08-21,ACB,0.0,0.0,1.0,0.0,0.0,0.06237848805525682
2025-08-22,ACB,0.0,0.0,1.0,0.0,0.0,0.0530217148469683
2025-08-23,ACB,0.0,0.0,1.0,0.0,0.0,0.04506845761992305
2025-08-24,ACB,0.0,0.0,1.0,0.0,0.0,0.03830818897693459
2025-08-25,ACB,0.0,0.0,0.0,0.0,0.0,0.0325619606303944
2025-08-26,ACB,0.0,0.0,0.0,0.0,0.0,0.027677666535835237
2025-08-27,ACB,0.0,0.0,0.0,0.0,0.0,0.023526016555459953
2025-08-28,ACB,0.0,0.0,0.0,0.0,0.0,0.01999711407214096
2025-08-29,ACB,0.0,0.0,0.0,0.0,0.0,0.016997546961319814
2025-08-30,ACB,0.0,0.0,0.0,0.0,0.0,0.014447914917121841
2025-08-31,ACB,1.0,4.0,1.0,1.511857892036909,0.5714285714285714,4.012280727679554
2025-09-01,ACB,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,3.4104386185276203
2025-09-02,ACB,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,2.898872825748477
2025-09-03,ACB,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,2.4640419018862056
2025-09-04,ACB,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,2.094435616603275
2025-09-05,ACB,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,1.7802702741127836
2025-09-06,ACB,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,1.513229732995866
2025-09-07,ACB,0.0,0.0,0.0,0.0,0.0,1.286245273046486
2025-09-08,ACB,0.0,0.0,0.0,0.0,0.0,1.093308482089513
2025-09-09,ACB,1.0,0.0,1.0,0.0,0.0,0.929312209776086
2025-09-10,ACB,0.0,0.0,1.0,0.0,0.0,0.7899153783096731
2025-09-11,ACB,0.0,0.0,1.0,0.0,0.0,0.671428071563222
2025-09-12,ACB,0.0,0.0,1.0,0.0,0.0,0.5707138608287388
2025-09-13,ACB,0.0,0.0,1.0,0.0,0.0,0.48510678170442795
2025-09-14,ACB,0.0,0.0,1.0,0.0,0.0,0.4123407644487637
2025-09-15,ACB,0.0,0.0,1.0,0.0,0.0,0.35048964978144914
2025-09-16,ACB,0.0,0.0,0.0,0.0,0.0,0.29791620231423177
2025-09-17,ACB,0.0,0.0,0.0,0.0,0.0,0.253228771967097
2025-09-18,ACB,0.0,0.0,0.0,0.0,0.0,0.21524445617203242
2025-09-19,ACB,0.0,0.0,0.0,0.0,0.0,0.18295778774622756
2025-09-20,ACB,0.0,0.0,0.0,0.0,0.0,0.15551411958429343
2025-09-21,ACB,0.0,0.0,0.0,0.0,0.0,0.1321870016466494
2025-09-22,ACB,0.0,0.0,0.0,0.0,0.0,0.11235895139965199
2025-09-23,ACB,0.0,0.0,0.0,0.0,0.0,0.09550510868970419
2025-09-24,ACB,0.0,0.0,0.0,0.0,0.0,0.08117934238624856
2025-09-25,ACB,0.0,0.0,0.0,0.0,0.0,0.06900244102831128
2025-09-26,ACB,0.0,0.0,0.0,0.0,0.0,0.05865207487406459
2025-09-27,ACB,0.0,0.0,0.0,0.0,0.0,0.0498542636429549
2025-09-28,ACB,0.0,0.0,0.0,0.0,0.0,0.04237612409651166
2025-09-29,ACB,0.0,0.0,0.0,0.0,0.0,0.03601970548203491
2025-09-30,ACB,1.0,1.0,1.0,0.37796447300922725,0.14285714285714285,1.0306167496597296
2025-10-01,ACB,0.0,0.0,1.0,0.37796447300922725,0.14285714285714285,0.8760242372107702
2025-10-02,ACB,1.0,1.0,2.0,0.48795003647426666,0.2857142857142857,1.7446206016291548
2025-10-03,ACB,1.0,0.0,3.0,0.48795003647426666,0.2857142857142857,1.4829275113847815
2025-10-04,ACB,0.0,0.0,3.0,0.48795003647426666,0.2857142857142857,1.2604883846770643
2025-10-05,ACB,0.0,0.0,3.0,0.48795003647426666,0.2857142857142857,1.0714151269755046
2025-10-06,ACB,0.0,0.0,3.0,0.48795003647426666,0.2857142857142857,0.9107028579291788
2025-10-07,ACB,1.0,0.0,3.0,0.37796447300922725,0.14285714285714285,0.774097429239802
2025-10-08,ACB,0.0,0.0,3.0,0.37796447300922725,0.14285714285714285,0.6579828148538317
2025-10-09,ACB,2.0,1.5000000000000002,4.0,0.566946709513841,0.21428571428571433,2.0592853926257573
2025-10-10,ACB,0.0,0.0,3.0,0.566946709513841,0.21428571428571433,1.7503925837318937
2025-10-11,ACB,0.0,0.0,3.0,0.566946709513841,0.21428571428571433,1.4878336961721095
2025-10-12,ACB,0.0,0.0,3.0,0.566946709513841,0.21428571428571433,1.264658641746293
2025-10-13,ACB,0.0,0.0,3.0,0.566946709513841,0.21428571428571433,1.074959845484349
2025-10-14,ACB,0.0,0.0,2.0,0.566946709513841,0.21428571428571433,0.9137158686616966
2025-10-15,ACB,0.0,0.0,2.0,0.566946709513841,0.21428571428571433,0.7766584883624421
2025-10-16,ACB,0.0,0.0,0.0,0.0,0.0,0.6601597151080758
2025-10-17,ACB,1.0,3.0000000000000004,1.0,1.133893419027682,0.42857142857142866,3.561135757841865
2025-10-18,ACB,0.0,0.0,1.0,1.133893419027682,0.42857142857142866,3.026965394165585
2025-10-19,ACB,0.0,0.0,1.0,1.133893419027682,0.42857142857142866,2.5729205850407473
2025-10-20,ACB,0.0,0.0,1.0,1.133893419027682,0.42857142857142866,2.1869824972846352
2025-10-21,ACB,0.0,0.0,1.0,1.133893419027682,0.42857142857142866,1.85893512269194
2025-10-22,ACB,3.0,3.1851851851851847,4.0,1.5099772694002478,0.8835978835978836,4.765280039473334
2025-10-23,ACB,1.0,4.0,5.0,1.840547507769324,1.4550264550264551,8.050488033552334
2025-10-24,ACB,0.0,0.0,4.0,1.768715881394355,1.0264550264550265,6.842914828519484
2025-10-25,ACB,0.0,0.0,4.0,1.768715881394355,1.0264550264550265,5.816477604241561
2025-10-26,ACB,0.0,0.0,4.0,1.768715881394355,1.0264550264550265,4.944005963605327
2025-10-27,ACB,3.0,0.7619047619047619,7.0,1.7177302721061625,1.1352985638699924,4.96430983096929
2025-10-28,ACB,0.0,0.0,7.0,1.7177302721061625,1.1352985638699924,4.219663356323896
2025-10-29,ACB,2.0,0.0,6.0,1.491146531572273,0.6802721088435374,3.5867138528753117
2025-10-30,ACB,0.0,0.0,5.0,0.28797293181655426,0.10884353741496598,3.048706774944015
2025-10-31,ACB,0.0,0.0,5.0,0.28797293181655426,0.10884353741496598,2.5914007587024126
2025-11-01,ACB,0.0,0.0,5.0,0.28797293181655426,0.10884353741496598,2.2026906448970505
2025-11-02,ACB,0.0,0.0,5.0,0.28797293181655426,0.10884353741496598,1.872287048162493
2025-11-03,ACB,0.0,0.0,2.0,0.0,0.0,1.5914439909381188
2025-11-04,ACB,0.0,0.0,2.0,0.0,0.0,1.352727392297401
2025-11-05,ACB,0.0,0.0,0.0,0.0,0.0,1.1498182834527908
2025-11-06,ACB,0.0,0.0,0.0,0.0,0.0,0.9773455409348721
2025-11-07,ACB,0.0,0.0,0.0,0.0,0.0,0.8307437097946413
2025-11-08,ACB,0.0,0.0,0.0,0.0,0.0,0.7061321533254451
2025-11-09,ACB,0.0,0.0,0.0,0.0,0.0,0.6002123303266284
2025-11-10,ACB,0.0,0.0,0.0,0.0,0.0,0.5101804807776341
2025-11-11,ACB,1.0,0.0,1.0,0.0,0.0,0.433653408660989
2025-11-12,ACB,0.0,0.0,1.0,0.0,0.0,0.36860539736184067
2025-11-13,ACB,0.0,0.0,1.0,0.0,0.0,0.31331458775756454
2025-11-14,ACB,1.0,2.0,2.0,0.7559289460184545,0.2857142857142857,2.26631739959393
2025-11-15,ACB,0.0,0.0,2.0,0.7559289460184545,0.2857142857142857,1.9263697896548404
2025-11-16,ACB,0.0,0.0,2.0,0.7559289460184545,0.2857142857142857,1.6374143212066143
2025-11-17,ACB,0.0,0.0,2.0,0.7559289460184545,0.2857142857142857,1.3918021730256223
2025-11-18,ACB,0.0,0.0,1.0,0.7559289460184545,0.2857142857142857,1.1830318470717789
2025-11-19,ACB,0.0,0.0,1.0,0.7559289460184545,0.2857142857142857,1.005577070011012
2025-11-20,ACB,0.0,0.0,1.0,0.7559289460184545,0.2857142857142857,0.8547405095093602
2025-11-21,ACB,2.0,0.0,2.0,0.0,0.0,0.7265294330829561
2025-11-22,ACB,0.0,0.0,2.0,0.0,0.0,0.6175500181205127
2025-11-23,ACB,0.0,0.0,2.0,0.0,0.0,0.5249175154024358
2025-11-24,ACB,0.0,0.0,2.0,0.0,0.0,0.44617988809207043
2025-11-25,ACB,0.0,0.0,2.0,0.0,0.0,0.37925290487825986
2025-11-26,ACB,0.0,0.0,2.0,0.0,0.0,0.32236496914652085
2025-11-27,ACB,0.0,0.0,2.0,0.0,0.0,0.2740102237745427
2025-11-28,ACB,0.0,0.0,0.0,0.0,0.0,0.2329086902083613
2025-11-29,ACB,0.0,0.0,0.0,0.0,0.0,0.1979723866771071
2025-11-30,ACB,0.0,0.0,0.0,0.0,0.0,0.16827652867554102
2025-12-01,ACB,0.0,0.0,0.0,0.0,0.0,0.14303504937420985
2025-12-02,ACB,0.0,0.0,0.0,0.0,0.0,0.12157979196807837
2025-12-03,ACB,0.0,0.0,0.0,0.0,0.0,0.10334282317286661
2025-12-04,ACB,0.0,0.0,0.0,0.0,0.0,0.08784139969693662
2025-12-05,ACB,0.0,0.0,0.0,0.0,0.0,0.07466518974239612
2025-12-06,ACB,0.0,0.0,0.0,0.0,0.0,0.06346541128103671
2025-12-07,ACB,0.0,0.0,0.0,0.0,0.0,0.0539455995888812
2025-12-08,ACB,1.0,2.0,1.0,0.7559289460184545,0.2857142857142857,2.045853759650549
2025-11-02,"ACB, CTG, VNM",1.0,2.0,1.0,0.0,2.0,2.0
2025-09-12,"ACB, FPT, VIB",1.0,2.0,1.0,0.0,2.0,2.0
2025-06-25,BCM,1.0,0.0,1.0,0.0,0.0,0.0
2025-06-26,BCM,1.0,-1.0,2.0,0.7071067811865476,-0.5,-1.0
2025-06-27,BCM,4.0,0.6956521739130435,6.0,0.8523661421758035,-0.10144927536231885,-0.15434782608695652
2025-06-28,BCM,1.0,1.0,7.0,0.8874962836170935,0.17391304347826086,0.868804347826087
2025-06-29,BCM,0.0,0.0,7.0,0.7725195074650145,0.1391304347826087,0.7384836956521739
2025-06-30,BCM,0.0,0.0,7.0,0.6932931014453103,0.11594202898550725,0.6277111413043478
2025-07-01,BCM,0.0,0.0,7.0,0.6344024500496822,0.09937888198757763,0.5335544701086956
2025-07-02,BCM,0.0,0.0,6.0,0.6344024500496822,0.09937888198757763,0.45352129959239124
2025-07-03,BCM,1.0,-1.0,6.0,0.6344024500496822,0.09937888198757763,-0.6145068953464674
2025-07-04,BCM,2.0,-1.0,4.0,0.6900655593423543,-0.14285714285714285,-1.5223308610444972
2025-07-05,BCM,0.0,0.0,3.0,0.4879500364742667,-0.2857142857142857,-1.2939812318878225
2025-07-06,BCM,0.0,0.0,3.0,0.4879500364742667,-0.2857142857142857,-1.0998840471046492
2025-07-07,BCM,0.0,0.0,3.0,0.4879500364742667,-0.2857142857142857,-0.9349014400389517
2025-07-08,BCM,0.0,0.0,3.0,0.4879500364742667,-0.2857142857142857,-0.7946662240331089
2025-07-09,BCM,2.0,0.0,5.0,0.4879500364742667,-0.2857142857142857,-0.6754662904281425
2025-07-10,BCM,1.0,0.0,5.0,0.3779644730092274,-0.14285714285714285,-0.5741463468639212
2025-07-11,BCM,0.0,0.0,3.0,0.0,0.0,-0.488024394834333
2025-07-12,BCM,0.0,0.0,3.0,0.0,0.0,-0.41482073560918303
2025-07-13,BCM,0.0,0.0,3.0,0.0,0.0,-0.3525976252678056
2025-07-14,BCM,0.0,0.0,3.0,0.0,0.0,-0.2997079814776347
2025-07-15,BCM,0.0,0.0,3.0,0.0,0.0,-0.2547517842559895
2025-07-16,BCM,0.0,0.0,1.0,0.0,0.0,-0.21653901661759106
2025-07-17,BCM,0.0,0.0,0.0,0.0,0.0,-0.1840581641249524
2025-07-18,BCM,1.0,0.0,1.0,0.0,0.0,-0.15644943950620954
2025-07-19,BCM,0.0,0.0,1.0,0.0,0.0,-0.1329820235802781
2025-07-20,BCM,0.0,0.0,1.0,0.0,0.0,-0.11303472004323639
2025-07-21,BCM,0.0,0.0,1.0,0.0,0.0,-0.09607951203675093
2025-07-22,BCM,0.0,0.0,1.0,0.0,0.0,-0.08166758523123828
2025-07-23,BCM,0.0,0.0,1.0,0.0,0.0,-0.06941744744655254
2025-07-24,BCM,0.0,0.0,1.0,0.0,0.0,-0.05900483032956966
2025-07-25,BCM,1.0,0.0,1.0,0.0,0.0,-0.050154105780134205
2025-07-26,BCM,0.0,0.0,1.0,0.0,0.0,-0.04263098991311407
2025-07-27,BCM,0.0,0.0,1.0,0.0,0.0,-0.03623634142614696
2025-07-28,BCM,0.0,0.0,1.0,0.0,0.0,-0.03080089021222492
2025-07-29,BCM,0.0,0.0,1.0,0.0,0.0,-0.02618075668039118
2025-07-30,BCM,1.0,0.0,2.0,0.0,0.0,-0.0222536431783325
2025-07-31,BCM,1.0,0.0,3.0,0.0,0.0,-0.018915596701582625
2025-08-01,BCM,1.0,0.0,3.0,0.0,0.0,-0.01607825719634523
2025-08-02,BCM,0.0,0.0,3.0,0.0,0.0,-0.013666518616893445
2025-08-03,BCM,0.0,0.0,3.0,0.0,0.0,-0.011616540824359428
2025-08-04,BCM,0.0,0.0,3.0,0.0,0.0,-0.009874059700705514
2025-08-05,BCM,1.0,-1.0,4.0,0.3779644730092274,-0.14285714285714285,-1.0083929507455998
2025-08-06,BCM,1.0,4.0,4.0,1.618347187425374,0.42857142857142855,3.1428659918662403
2025-08-07,BCM,0.0,0.0,3.0,1.618347187425374,0.42857142857142855,2.6714360930863044
2025-08-08,BCM,0.0,0.0,2.0,1.618347187425374,0.42857142857142855,2.2707206791233587
2025-08-09,BCM,0.0,0.0,2.0,1.618347187425374,0.42857142857142855,1.9301125772548549
2025-08-10,BCM,0.0,0.0,2.0,1.618347187425374,0.42857142857142855,1.6405956906666266
2025-08-11,BCM,1.0,1.0,3.0,1.618347187425374,0.5714285714285714,2.3945063370666326
2025-08-12,BCM,0.0,0.0,2.0,1.4960264830861913,0.7142857142857143,2.035330386506638
2025-08-13,BCM,0.0,0.0,1.0,0.37796447300922736,0.14285714285714285,1.730030828530642
2025-08-14,BCM,1.0,0.0,2.0,0.37796447300922736,0.14285714285714285,1.4705262042510456
2025-08-15,BCM,0.0,0.0,2.0,0.37796447300922736,0.14285714285714285,1.2499472736133888
2025-08-16,BCM,0.0,0.0,2.0,0.37796447300922736,0.14285714285714285,1.0624551825713804
2025-08-17,BCM,0.0,0.0,2.0,0.37796447300922736,0.14285714285714285,0.9030869051856732
2025-08-18,BCM,0.0,0.0,1.0,0.0,0.0,0.7676238694078222
2025-08-19,BCM,0.0,0.0,1.0,0.0,0.0,0.6524802889966489
2025-08-20,BCM,0.0,0.0,1.0,0.0,0.0,0.5546082456471515
2025-08-21,BCM,2.0,0.0,2.0,0.0,0.0,0.47141700880007875
2025-08-22,BCM,0.0,0.0,2.0,0.0,0.0,0.40070445748006694
2025-08-23,BCM,0.0,0.0,2.0,0.0,0.0,0.3405987888580569
2025-08-24,BCM,0.0,0.0,2.0,0.0,0.0,0.2895089705293484
2025-08-25,BCM,0.0,0.0,2.0,0.0,0.0,0.24608262494994612
2025-08-26,BCM,0.0,0.0,2.0,0.0,0.0,0.2091702312074542
2025-08-27,BCM,0.0,0.0,2.0,0.0,0.0,0.17779469652633606
2025-08-28,BCM,1.0,1.0,1.0,0.37796447300922736,0.14285714285714285,1.1511254920473857
2025-08-29,BCM,1.0,2.0,2.0,0.7867957924694432,0.42857142857142855,2.9784566682402778
2025-08-30,BCM,0.0,0.0,2.0,0.7867957924694432,0.42857142857142855,2.5316881680042362
2025-08-31,BCM,0.0,0.0,2.0,0.7867957924694432,0.42857142857142855,2.1519349428036008
2025-09-01,BCM,1.0,-2.0,3.0,1.2149857925879117,0.14285714285714285,-0.17085529861693938
2025-09-02,BCM,0.0,0.0,3.0,1.2149857925879117,0.14285714285714285,-0.14522700382439846
2025-09-03,BCM,0.0,0.0,3.0,1.2149857925879117,0.14285714285714285,-0.12344295325073869
2025-09-04,BCM,0.0,0.0,2.0,1.1547005383792515,0.0,-0.10492651026312788
2025-09-05,BCM,1.0,0.0,2.0,0.7559289460184544,-0.2857142857142857,-0.0891875337236587
2025-09-06,BCM,1.0,1.0,3.0,0.8997354108424375,-0.14285714285714285,0.9241905963348901
2025-09-07,BCM,0.0,0.0,3.0,0.8997354108424375,-0.14285714285714285,0.7855620068846566
2025-09-08,BCM,3.0,2.285714285714286,5.0,0.883385131510245,0.46938775510204084,2.953441991566244
2025-09-09,BCM,0.0,0.0,5.0,0.883385131510245,0.46938775510204084,2.510425692831307
2025-09-10,BCM,0.0,0.0,5.0,0.883385131510245,0.46938775510204084,2.133861838906611
2025-09-11,BCM,0.0,0.0,5.0,0.883385131510245,0.46938775510204084,1.8137825630706192
2025-09-12,BCM,0.0,0.0,4.0,0.883385131510245,0.46938775510204084,1.5417151786100263
2025-09-13,BCM,0.0,0.0,3.0,0.8639187954496624,0.326530612244898,1.3104579018185223
2025-09-14,BCM,0.0,0.0,3.0,0.8639187954496624,0.326530612244898,1.113889216545744
2025-09-15,BCM,0.0,0.0,0.0,0.0,0.0,0.9468058340638823
2025-09-16,BCM,0.0,0.0,0.0,0.0,0.0,0.8047849589542999
2025-09-17,BCM,1.0,0.0,1.0,0.0,0.0,0.6840672151111549
2025-09-18,BCM,1.0,-2.0,2.0,0.7559289460184544,-0.2857142857142857,-1.4185428671555185
2025-09-19,BCM,0.0,0.0,2.0,0.7559289460184544,-0.2857142857142857,-1.2057614370821907
2025-09-20,BCM,0.0,0.0,2.0,0.7559289460184544,-0.2857142857142857,-1.0248972215198622
2025-09-21,BCM,0.0,0.0,2.0,0.7559289460184544,-0.2857142857142857,-0.8711626382918828
2025-09-22,BCM,0.0,0.0,2.0,0.7559289460184544,-0.2857142857142857,-0.7404882425481003
2025-09-23,BCM,0.0,0.0,2.0,0.7559289460184544,-0.2857142857142857,-0.6294150061658852
2025-09-24,BCM,1.0,0.0,2.0,0.7559289460184544,-0.2857142857142857,-0.5350027552410024
2025-09-25,BCM,1.0,2.0,2.0,0.7559289460184546,0.2857142857142857,1.545247658045148
2025-09-26,BCM,0.0,0.0,2.0,0.7559289460184546,0.2857142857142857,1.3134605093383758
2025-09-27,BCM,0.0,0.0,2.0,0.7559289460184546,0.2857142857142857,1.1164414329376193
2025-09-28,BCM,0.0,0.0,2.0,0.7559289460184546,0.2857142857142857,0.9489752179969764
2025-09-29,BCM,0.0,0.0,2.0,0.7559289460184546,0.2857142857142857,0.8066289352974298
2025-09-30,BCM,0.0,0.0,2.0,0.7559289460184546,0.2857142857142857,0.6856345950028153
2025-10-01,BCM,1.0,0.0,2.0,0.7559289460184546,0.2857142857142857,0.582789405752393
2025-10-02,BCM,1.0,1.0,2.0,0.3779644730092273,0.14285714285714285,1.4953709948895342
2025-10-03,BCM,0.0,0.0,2.0,0.3779644730092273,0.14285714285714285,1.271065345656104
2025-10-04,BCM,0.0,0.0,2.0,0.3779644730092273,0.14285714285714285,1.0804055438076885
2025-10-05,BCM,0.0,0.0,2.0,0.3779644730092273,0.14285714285714285,0.9183447122365352
2025-10-06,BCM,0.0,0.0,2.0,0.3779644730092273,0.14285714285714285,0.7805930054010549
2025-10-07,BCM,0.0,0.0,2.0,0.3779644730092273,0.14285714285714285,0.6635040545908967
2025-10-08,BCM,0.0,0.0,1.0,0.3779644730092273,0.14285714285714285,0.5639784464022621
2025-10-09,BCM,0.0,0.0,0.0,0.0,0.0,0.4793816794419228
2025-10-10,BCM,1.0,0.0,1.0,0.0,0.0,0.40747442752563434
2025-10-11,BCM,0.0,0.0,1.0,0.0,0.0,0.3463532633967892
2025-10-12,BCM,0.0,0.0,1.0,0.0,0.0,0.2944002738872708
2025-10-13,BCM,0.0,0.0,1.0,0.0,0.0,0.2502402328041802
2025-10-14,BCM,0.0,0.0,1.0,0.0,0.0,0.21270419788355313
2025-10-15,BCM,0.0,0.0,1.0,0.0,0.0,0.18079856820102017
2025-10-16,BCM,3.0,0.5333333333333333,4.0,0.20158105227158798,0.07619047619047618,0.6870121163042004
2025-10-17,BCM,1.0,1.0,4.0,0.39761191895520215,0.21904761904761902,1.5839602988585704
2025-10-18,BCM,0.0,0.0,4.0,0.39761191895520215,0.21904761904761902,1.3463662540297847
2025-10-19,BCM,0.0,0.0,4.0,0.39761191895520215,0.21904761904761902,1.144411315925317
2025-10-20,BCM,0.0,0.0,4.0,0.39761191895520215,0.21904761904761902,0.9727496185365195
2025-10-21,BCM,0.0,0.0,4.0,0.39761191895520215,0.21904761904761902,0.8268371757560415
2025-10-22,BCM,0.0,0.0,4.0,0.39761191895520215,0.21904761904761902,0.7028115993926353
2025-10-23,BCM,0.0,0.0,1.0,0.37796447300922736,0.14285714285714285,0.59738985948374
2025-10-24,BCM,0.0,0.0,0.0,0.0,0.0,0.507781380561179
2025-10-25,BCM,0.0,0.0,0.0,0.0,0.0,0.4316141734770022
2025-10-26,BCM,1.0,4.0,1.0,1.511857892036909,0.5714285714285714,4.366872047455452
2025-10-27,BCM,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,3.711841240337134
2025-10-28,BCM,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,3.1550650542865637
2025-10-29,BCM,0.0,0.0,1.0,1.511857892036909,0.5714285714285714,2.681805296143579
2025-10-30,BCM,1.0,0.0,2.0,1.511857892036909,0.5714285714285714,2.279534501722042
2025-10-31,BCM,1.0,0.0,3.0,1.511857892036909,0.5714285714285714,1.9376043264637357
2025-11-01,BCM,0.0,0.0,3.0,1.511857892036909,0.5714285714285714,1.6469636774941754
2025-11-02,BCM,0.0,0.0,2.0,0.0,0.0,1.399919125870049
2025-11-03,BCM,0.0,0.0,2.0,0.0,0.0,1.1899312569895415
2025-11-04,BCM,1.0,0.0,3.0,0.0,0.0,1.0114415684411102
2025-11-05,BCM,0.0,0.0,3.0,0.0,0.0,0.8597253331749437
2025-11-06,BCM,0.0,0.0,2.0,0.0,0.0,0.7307665331987021
2025-11-07,BCM,0.0,0.0,1.0,0.0,0.0,0.6211515532188968
2025-11-08,BCM,0.0,0.0,1.0,0.0,0.0,0.5279788202360622
2025-11-09,BCM,0.0,0.0,1.0,0.0,0.0,0.44878199720065287
2025-11-10,BCM,0.0,0.0,1.0,0.0,0.0,0.3814646976205549
2025-11-11,BCM,0.0,0.0,0.0,0.0,0.0,0.32424499297747167
2025-11-12,BCM,0.0,0.0,0.0,0.0,0.0,0.27560824403085094
2025-11-13,BCM,0.0,0.0,0.0,0.0,0.0,0.23426700742622328
