date,close,pct_change
2020-07-13,23179.0,0.0001
2020-07-14,23181.0,0.0001
2020-07-15,23183.0,0.0001
2020-07-16,23184.0,0.0
2020-07-17,23191.0,0.0003
2020-07-20,23188.0,-0.0001
2020-07-21,23180.0,-0.0003
2020-07-22,23184.0,0.0002
2020-07-23,23180.0,-0.0002
2020-07-24,23175.0,-0.0002
2020-07-27,23181.0,0.0003
2020-07-28,23170.0,-0.0005
2020-07-29,23175.0,0.0002
2020-07-30,23175.0,0.0
2020-07-31,23170.0,-0.0002
2020-08-03,23170.0,0.0
2020-08-04,23175.0,0.0002
2020-08-05,23174.0,0.0
2020-08-06,23173.0,0.0
2020-08-07,23173.0,0.0
2020-08-10,23170.0,-0.0001
2020-08-11,23174.0,0.0002
2020-08-12,23175.0,0.0
2020-08-13,23174.0,0.0
2020-08-14,23174.0,0.0
2020-08-17,23174.0,0.0
2020-08-18,23174.0,0.0
2020-08-19,23174.0,0.0
2020-08-20,23174.0,0.0
2020-08-21,23175.0,0.0
2020-08-24,23177.0,0.0001
2020-08-25,23170.0,-0.0003
2020-08-26,23174.0,0.0002
2020-08-27,23174.0,0.0
2020-08-28,23174.0,0.0
2020-08-31,23174.0,0.0
2020-09-01,23174.0,0.0
2020-09-02,23174.0,0.0
2020-09-03,23174.0,0.0
2020-09-04,23178.0,0.0002
2020-09-07,23174.0,-0.0002
2020-09-08,23176.0,0.0001
2020-09-09,23175.0,0.0
2020-09-10,23172.5,-0.0001
2020-09-11,23174.0,0.0001
2020-09-14,23175.0,0.0
2020-09-15,23175.0,0.0
2020-09-16,23178.0,0.0001
2020-09-17,23170.0,-0.0003
2020-09-18,23170.0,0.0
2020-09-21,23178.0,0.0003
2020-09-22,23177.0,0.0
2020-09-23,23185.0,0.0003
2020-09-24,23184.0,0.0
2020-09-25,23191.0,0.0003
2020-09-28,23188.0,-0.0001
2020-09-29,23190.0,0.0001
2020-09-30,23181.0,-0.0004
2020-10-01,23188.0,0.0003
2020-10-02,23191.0,0.0001
2020-10-05,23203.0,0.0005
2020-10-06,23205.0,0.0001
2020-10-07,23205.0,0.0
2020-10-08,23191.0,-0.0006
2020-10-09,23180.0,-0.0005
2020-10-12,23178.0,-0.0001
2020-10-13,23177.0,0.0
2020-10-14,23175.0,-0.0001
2020-10-15,23170.0,-0.0002
2020-10-16,23175.0,0.0002
2020-10-19,23175.0,0.0
2020-10-20,23179.0,0.0002
2020-10-21,23177.0,-0.0001
2020-10-22,23176.0,0.0
2020-10-23,23176.0,0.0
2020-10-26,23175.0,0.0
2020-10-27,23175.0,0.0
2020-10-28,23176.0,0.0
2020-10-29,23170.0,-0.0003
2020-10-30,23180.0,0.0004
2020-11-02,23177.0,-0.0001
2020-11-03,23176.0,0.0
2020-11-04,23176.0,0.0
2020-11-05,23175.0,0.0
2020-11-06,23176.0,0.0
2020-11-09,23170.0,-0.0003
2020-11-10,23173.0,0.0001
2020-11-11,23175.0,0.0001
2020-11-12,23175.0,0.0
2020-11-13,23175.0,0.0
2020-11-16,23175.0,0.0
2020-11-17,23163.0,-0.0005
2020-11-18,23160.0,-0.0001
2020-11-19,23176.0,0.0007000000000000001
2020-11-20,23176.0,0.0
2020-11-23,23177.0,0.0
2020-11-24,23151.0,-0.0011
2020-11-25,23160.0,0.0004
2020-11-26,23164.0,0.0002
2020-11-27,23160.0,-0.0002
2020-11-30,23140.0,-0.0009
2020-12-01,23129.0,-0.0005
2020-12-02,23129.0,0.0
2020-12-03,23125.0,-0.0002
2020-12-04,23130.0,0.0002
2020-12-07,23127.0,-0.0001
2020-12-08,23128.0,0.0
2020-12-09,23128.0,0.0
2020-12-10,23128.0,0.0
2020-12-11,23128.0,0.0
2020-12-14,23126.0,-0.0001
2020-12-15,23126.0,0.0
2020-12-16,23126.0,0.0
2020-12-17,23120.0,-0.0003
2020-12-18,23124.0,0.0002
2020-12-21,23120.0,-0.0002
2020-12-22,23127.0,0.0003
2020-12-23,23130.0,0.0001
2020-12-24,23125.0,-0.0002
2020-12-25,23130.0,0.0002
2020-12-28,23125.0,-0.0002
2020-12-29,23120.0,-0.0002
2020-12-30,23088.0,-0.0014000000000000002
2020-12-31,23070.0,-0.0008
2021-01-01,23070.0,0.0
2021-01-04,23070.0,0.0
2021-01-05,23080.0,0.0004
2021-01-06,23090.0,0.0004
2021-01-07,23078.0,-0.0005
2021-01-08,23066.0,-0.0005
2021-01-11,23050.0,-0.0007000000000000001
2021-01-12,23065.0,0.0007000000000000001
2021-01-13,23064.0,0.0
2021-01-14,23064.0,0.0
2021-01-15,23065.0,0.0
2021-01-18,23069.0,0.0002
2021-01-19,23069.0,0.0
2021-01-20,23072.0,0.0001
2021-01-21,23060.0,-0.0005
2021-01-22,23070.0,0.0004
2021-01-25,23060.0,-0.0004
2021-01-26,23069.0,0.0004
2021-01-27,23069.0,0.0
2021-01-28,23059.0,-0.0004
2021-01-29,23048.0,-0.0005
2021-02-01,23045.0,-0.0001
2021-02-02,23027.0,-0.0008
2021-02-03,23020.0,-0.0003
2021-02-04,23015.0,-0.0002
2021-02-05,23000.0,-0.0007000000000000001
2021-02-08,22970.0,-0.0013
2021-02-09,23010.0,0.0017000000000000001
2021-02-10,23010.0,0.0
2021-02-11,23010.0,0.0
2021-02-12,23010.0,0.0
2021-02-15,23010.0,0.0
2021-02-16,23010.0,0.0
2021-02-17,23010.0,0.0
2021-02-18,23015.0,0.0002
2021-02-19,23018.0,0.0001
2021-02-22,23020.0,0.0001
2021-02-23,23025.0,0.0002
2021-02-24,23020.0,-0.0002
2021-02-25,23025.0,0.0002
2021-02-26,23015.0,-0.0004
2021-03-01,23020.0,0.0002
2021-03-02,23022.0,0.0001
2021-03-03,23020.0,-0.0001
2021-03-04,23019.0,0.0
2021-03-05,23033.0,0.0006
2021-03-08,23025.0,-0.0003
2021-03-09,23060.0,0.0015
2021-03-10,23052.0,-0.0003
2021-03-11,23051.0,0.0
2021-03-12,23055.0,0.0002
2021-03-15,23081.0,0.0011
2021-03-16,23082.0,0.0
2021-03-17,23045.0,-0.0016
2021-03-18,23065.0,0.0009
2021-03-19,23073.0,0.0003
2021-03-22,23076.0,0.0001
2021-03-23,23070.0,-0.0003
2021-03-24,23080.0,0.0004
2021-03-25,23084.0,0.0002
2021-03-26,23084.0,0.0
2021-03-29,23070.0,-0.0006
2021-03-30,23070.0,0.0
2021-03-31,23074.0,0.0002
2021-04-01,23065.0,-0.0004
2021-04-02,23073.0,0.0003
2021-04-05,23079.0,0.0003
2021-04-06,23090.0,0.0005
2021-04-07,23090.0,0.0
2021-04-08,23085.0,-0.0002
2021-04-09,23065.0,-0.0009
2021-04-12,23067.0,0.0001
2021-04-13,23069.0,0.0001
2021-04-14,23078.0,0.0004
2021-04-15,23073.0,-0.0002
2021-04-16,23067.0,-0.0003
2021-04-19,23073.0,0.0003
2021-04-20,23074.0,0.0
2021-04-21,23074.0,0.0
2021-04-22,23070.0,-0.0002
2021-04-23,23070.0,0.0
2021-04-26,23040.0,-0.0013
2021-04-27,23042.0,0.0001
2021-04-28,23047.0,0.0002
2021-04-29,23054.0,0.0003
2021-04-30,23054.0,0.0
2021-05-03,23054.0,0.0
2021-05-04,23050.0,-0.0002
2021-05-05,23060.0,0.0004
2021-05-06,23067.0,0.0003
2021-05-07,23060.0,-0.0003
2021-05-10,23060.0,0.0
2021-05-11,23055.0,-0.0002
2021-05-12,23053.0,-0.0001
2021-05-13,23040.0,-0.0006
2021-05-14,23048.0,0.0003
2021-05-17,23046.0,-0.0001
2021-05-18,23040.0,-0.0003
2021-05-19,23045.0,0.0002
2021-05-20,23045.0,0.0
2021-05-21,23054.0,0.0004
2021-05-24,23056.0,0.0001
2021-05-25,23060.0,0.0002
2021-05-26,23055.0,-0.0002
2021-05-27,23045.0,-0.0004
2021-05-28,23045.0,0.0
2021-05-31,23040.0,-0.0002
2021-06-01,23044.0,0.0002
2021-06-02,23040.0,-0.0002
2021-06-03,23041.0,0.0
2021-06-04,23044.0,0.0001
2021-06-07,23000.0,-0.0019
2021-06-08,22952.0,-0.0021
2021-06-09,22955.0,0.0001
2021-06-10,22947.0,-0.0003
2021-06-11,22945.0,-0.0001
2021-06-14,22944.0,0.0
2021-06-15,22947.0,0.0001
2021-06-16,22946.0,0.0
2021-06-17,22960.0,0.0006
2021-06-18,22995.0,0.0015
2021-06-21,23014.0,0.0008
2021-06-22,23025.0,0.0005
2021-06-23,23020.0,-0.0002
2021-06-24,23003.0,-0.0007000000000000001
2021-06-25,23020.0,0.0007000000000000001
2021-06-28,23020.0,0.0
2021-06-29,23020.0,0.0
2021-06-30,23014.0,-0.0003
2021-07-01,23010.0,-0.0002
2021-07-02,22998.0,-0.0005
2021-07-05,22996.0,-0.0001
2021-07-06,23007.0,0.0005
2021-07-07,23015.0,0.0003
2021-07-08,23007.0,-0.0003
2021-07-09,23000.0,-0.0003
2021-07-12,23020.0,0.0009
2021-07-13,23010.0,-0.0004
2021-07-14,23011.0,0.0
2021-07-15,23009.0,-0.0001
2021-07-16,23011.0,0.0001
2021-07-19,23020.0,0.0004
2021-07-20,23026.0,0.0003
2021-07-21,23022.0,-0.0002
2021-07-22,23010.0,-0.0005
2021-07-23,23005.0,-0.0002
2021-07-26,23008.0,0.0001
2021-07-27,23005.0,-0.0001
2021-07-28,22999.0,-0.0003
2021-07-29,22965.0,-0.0015
2021-07-30,22950.0,-0.0007000000000000001
2021-08-02,22950.0,0.0
2021-08-03,22950.0,0.0
2021-08-04,22945.0,-0.0002
2021-08-05,22936.0,-0.0004
2021-08-06,22927.0,-0.0004
2021-08-09,22925.0,-0.0001
2021-08-10,22887.0,-0.0017000000000000001
2021-08-11,22809.0,-0.0034000000000000002
2021-08-12,22805.0,-0.0002
2021-08-13,22830.0,0.0011
2021-08-16,22830.0,0.0
2021-08-17,22830.0,0.0
2021-08-18,22807.0,-0.001
2021-08-19,22812.0,0.0002
2021-08-20,22820.0,0.0004
2021-08-23,22825.0,0.0002
2021-08-24,22820.0,-0.0002
2021-08-25,22790.0,-0.0013
2021-08-26,22785.0,-0.0002
2021-08-27,22789.0,0.0002
2021-08-30,22775.0,-0.0006
2021-08-31,22775.0,0.0
2021-09-01,22760.0,-0.0007000000000000001
2021-09-02,22760.0,0.0
2021-09-03,22760.0,0.0
2021-09-06,22760.0,0.0
2021-09-07,22758.0,-0.0001
2021-09-08,22757.0,0.0
2021-09-09,22765.0,0.0004
2021-09-10,22757.0,-0.0004
2021-09-13,22759.0,0.0001
2021-09-14,22759.0,0.0
2021-09-15,22758.0,0.0
2021-09-16,22753.0,-0.0002
2021-09-17,22770.0,0.0007000000000000001
2021-09-20,22769.0,0.0
2021-09-21,22755.0,-0.0006
2021-09-22,22760.0,0.0002
2021-09-23,22762.0,0.0001
2021-09-24,22760.0,-0.0001
2021-09-27,22766.0,0.0003
2021-09-28,22761.0,-0.0002
2021-09-29,22753.0,-0.0004
2021-09-30,22750.0,-0.0001
2021-10-01,22757.0,0.0003
2021-10-04,22757.0,0.0
2021-10-05,22754.0,-0.0001
2021-10-06,22750.0,-0.0002
2021-10-07,22750.0,0.0
2021-10-08,22757.0,0.0003
2021-10-11,22750.0,-0.0003
2021-10-12,22757.0,0.0003
2021-10-13,22757.0,0.0
2021-10-14,22757.0,0.0
2021-10-15,22758.0,0.0
2021-10-18,22758.0,0.0
2021-10-19,22755.0,-0.0001
2021-10-20,22755.0,0.0
2021-10-21,22750.0,-0.0002
2021-10-22,22754.0,0.0002
2021-10-25,22745.0,-0.0004
2021-10-26,22757.0,0.0005
2021-10-27,22755.0,-0.0001
2021-10-28,22750.0,-0.0002
2021-10-29,22750.0,0.0
2021-11-01,22750.0,0.0
2021-11-02,22748.0,-0.0001
2021-11-03,22747.0,0.0
2021-11-04,22680.0,-0.0029
2021-11-05,22680.0,0.0
2021-11-08,22660.0,-0.0009
2021-11-09,22662.0,0.0001
2021-11-10,22660.0,-0.0001
2021-11-11,22645.0,-0.0007000000000000001
2021-11-12,22640.0,-0.0002
2021-11-15,22645.0,0.0002
2021-11-16,22650.0,0.0002
2021-11-17,22648.0,-0.0001
2021-11-18,22650.0,0.0001
2021-11-19,22657.0,0.0003
2021-11-22,22670.0,0.0006
2021-11-23,22675.0,0.0002
2021-11-24,22680.0,0.0002
2021-11-25,22670.0,-0.0004
2021-11-26,22678.0,0.0004
2021-11-29,22690.0,0.0005
2021-11-30,22688.0,-0.0001
2021-12-01,22710.0,0.001
2021-12-02,22730.0,0.0009
2021-12-03,22830.0,0.0044
2021-12-06,23020.0,0.0083
2021-12-07,23070.0,0.0022
2021-12-08,22920.0,-0.006500000000000001
2021-12-09,22980.0,0.0026
2021-12-10,23025.0,0.002
2021-12-13,22975.0,-0.0022
2021-12-14,23000.0,0.0011
2021-12-15,23030.0,0.0013
2021-12-16,22990.0,-0.0017000000000000001
2021-12-17,22980.0,-0.0004
2021-12-20,22928.0,-0.0023
2021-12-21,22933.0,0.0002
2021-12-22,22955.0,0.001
2021-12-23,22950.0,-0.0002
2021-12-24,22840.0,-0.0048
2021-12-27,22810.0,-0.0013
2021-12-28,22835.0,0.0011
2021-12-29,22820.0,-0.0007000000000000001
2021-12-30,22765.0,-0.0024
2021-12-31,22825.0,0.0026
2022-01-03,22825.0,0.0
2022-01-04,22752.0,-0.0032
2022-01-05,22755.0,0.0001
2022-01-06,22745.0,-0.0004
2022-01-07,22685.0,-0.0026
2022-01-10,22695.0,0.0004
2022-01-11,22698.0,0.0001
2022-01-12,22698.0,0.0
2022-01-13,22710.0,0.0005
2022-01-14,22710.0,0.0
2022-01-17,22720.0,0.0004
2022-01-18,22750.0,0.0013
2022-01-19,22700.0,-0.0022
2022-01-20,22645.0,-0.0024
2022-01-21,22625.0,-0.0009
2022-01-24,22675.0,0.0022
2022-01-25,22630.0,-0.002
2022-01-26,22630.0,0.0
2022-01-27,22630.0,0.0
2022-01-28,22645.0,0.0007000000000000001
2022-01-31,22645.0,0.0
2022-02-01,22645.0,0.0
2022-02-02,22645.0,0.0
2022-02-03,22645.0,0.0
2022-02-04,22645.0,0.0
2022-02-07,22665.0,0.0009
2022-02-08,22715.0,0.0022
2022-02-09,22680.0,-0.0015
2022-02-10,22680.0,0.0
2022-02-11,22685.0,0.0002
2022-02-14,22725.0,0.0018
2022-02-15,22750.0,0.0011
2022-02-16,22750.0,0.0
2022-02-17,22785.0,0.0015
2022-02-18,22820.0,0.0015
2022-02-21,22800.0,-0.0009
2022-02-22,22815.0,0.0007000000000000001
2022-02-23,22825.0,0.0004
2022-02-24,22840.0,0.0007000000000000001
2022-02-25,22820.0,-0.0009
2022-02-28,22805.0,-0.0007000000000000001
2022-03-01,22815.0,0.0004
2022-03-02,22840.0,0.0011
2022-03-03,22835.0,-0.0002
2022-03-04,22830.0,-0.0002
2022-03-07,22845.0,0.0007000000000000001
2022-03-08,22845.0,0.0
2022-03-09,22835.0,-0.0004
2022-03-10,22835.0,0.0
2022-03-11,22873.0,0.0017000000000000001
2022-03-14,22890.0,0.0007000000000000001
2022-03-15,22880.0,-0.0004
2022-03-16,22879.0,0.0
2022-03-17,22865.0,-0.0006
2022-03-18,22860.0,-0.0002
2022-03-21,22860.0,0.0
2022-03-22,22870.0,0.0004
2022-03-23,22872.0,0.0001
2022-03-24,22869.0,-0.0001
2022-03-25,22861.0,-0.0003
2022-03-28,22860.0,0.0
2022-03-29,22865.0,0.0002
2022-03-30,22854.0,-0.0005
2022-03-31,22838.0,-0.0007000000000000001
2022-04-01,22837.0,0.0
2022-04-04,22846.0,0.0004
2022-04-05,22873.0,0.0012
2022-04-06,22866.0,-0.0003
2022-04-07,22859.0,-0.0003
2022-04-08,22860.0,0.0
2022-04-11,22860.0,0.0
2022-04-12,22888.0,0.0012
2022-04-13,22887.0,0.0
2022-04-14,22900.0,0.0006
2022-04-15,22899.0,0.0
2022-04-18,22890.0,-0.0004
2022-04-19,22955.0,0.0028000000000000004
2022-04-20,22962.0,0.0003
2022-04-21,22962.0,0.0
2022-04-22,22965.0,0.0001
2022-04-25,22983.0,0.0008
2022-04-26,22970.0,-0.0006
2022-04-27,22965.0,-0.0002
2022-04-28,22956.0,-0.0004
2022-04-29,22962.0,0.0003
2022-05-02,22962.0,0.0
2022-05-03,22962.0,0.0
2022-05-04,22966.0,0.0002
2022-05-05,22955.0,-0.0005
2022-05-06,22955.0,0.0
2022-05-09,22950.0,-0.0002
2022-05-10,22941.0,-0.0004
2022-05-11,23050.0,0.0048
2022-05-12,23096.0,0.002
2022-05-13,23086.0,-0.0004
2022-05-16,23095.0,0.0004
2022-05-17,23120.0,0.0011
2022-05-18,23139.0,0.0008
2022-05-19,23140.0,0.0
2022-05-20,23160.0,0.0009
2022-05-23,23170.0,0.0004
2022-05-24,23210.0,0.0017000000000000001
2022-05-25,23190.0,-0.0009
2022-05-26,23205.0,0.0006
2022-05-27,23195.0,-0.0004
2022-05-30,23176.0,-0.0008
2022-05-31,23185.0,0.0004
2022-06-01,23196.0,0.0005
2022-06-02,23193.0,-0.0001
2022-06-03,23187.0,-0.0003
2022-06-06,23180.0,-0.0003
2022-06-07,23185.0,0.0002
2022-06-08,23187.0,0.0001
2022-06-09,23155.0,-0.0014000000000000002
2022-06-10,23177.0,0.001
2022-06-13,23195.0,0.0008
2022-06-14,23210.0,0.0006
2022-06-15,23230.0,0.0009
2022-06-16,23232.0,0.0001
2022-06-17,23220.0,-0.0005
2022-06-20,23230.0,0.0004
2022-06-21,23226.0,-0.0002
2022-06-22,23235.0,0.0004
2022-06-23,23244.0,0.0004
2022-06-24,23247.0,0.0001
2022-06-27,23245.0,-0.0001
2022-06-28,23255.0,0.0004
2022-06-29,23265.0,0.0004
2022-06-30,23255.0,-0.0004
2022-07-01,23300.0,0.0019
2022-07-04,23335.0,0.0015
2022-07-05,23360.0,0.0011
2022-07-06,23373.0,0.0006
2022-07-07,23350.0,-0.001
2022-07-08,23355.0,0.0002
2022-07-11,23347.0,-0.0003
2022-07-12,23389.0,0.0018
2022-07-13,23388.0,0.0
2022-07-14,23415.0,0.0012
2022-07-15,23450.0,0.0015
2022-07-18,23440.0,-0.0004
2022-07-19,23412.0,-0.0012
2022-07-20,23410.0,-0.0001
2022-07-21,23410.0,0.0
2022-07-22,23400.0,-0.0004
2022-07-25,23385.0,-0.0006
2022-07-26,23370.0,-0.0006
2022-07-27,23375.0,0.0002
2022-07-28,23358.0,-0.0007000000000000001
2022-07-29,23335.0,-0.001
2022-08-01,23355.0,0.0009
2022-08-02,23353.0,-0.0001
2022-08-03,23394.0,0.0018
2022-08-04,23393.0,0.0
2022-08-05,23385.0,-0.0003
2022-08-08,23388.0,0.0001
2022-08-09,23385.0,-0.0001
2022-08-10,23385.0,0.0
2022-08-11,23390.0,0.0002
2022-08-12,23392.0,0.0001
2022-08-15,23400.0,0.0003
2022-08-16,23403.0,0.0001
2022-08-17,23401.0,-0.0001
2022-08-18,23401.0,0.0
2022-08-19,23400.0,0.0
2022-08-22,23410.0,0.0004
2022-08-23,23430.0,0.0009
2022-08-24,23425.0,-0.0002
2022-08-25,23423.0,-0.0001
2022-08-26,23412.0,-0.0005
2022-08-29,23430.0,0.0008
2022-08-30,23415.0,-0.0006
2022-08-31,23450.0,0.0015
2022-09-01,23450.0,0.0
2022-09-02,23450.0,0.0
2022-09-05,23505.0,0.0023
2022-09-06,23520.0,0.0006
2022-09-07,23580.0,0.0026
2022-09-08,23542.0,-0.0016
2022-09-09,23515.0,-0.0011
2022-09-12,23520.0,0.0002
2022-09-13,23553.0,0.0014000000000000002
2022-09-14,23590.0,0.0016
2022-09-15,23620.0,0.0013
2022-09-16,23650.0,0.0013
2022-09-19,23670.0,0.0008
2022-09-20,23670.0,0.0
2022-09-21,23690.0,0.0008
2022-09-22,23700.0,0.0004
2022-09-23,23700.0,0.0
2022-09-26,23715.0,0.0006
2022-09-27,23730.0,0.0006
2022-09-28,23730.0,0.0
2022-09-29,23820.0,0.0038
2022-09-30,23855.0,0.0015
2022-10-03,23880.0,0.001
2022-10-04,23875.0,-0.0002
2022-10-05,23865.0,-0.0004
2022-10-06,23870.0,0.0002
2022-10-07,23875.0,0.0002
2022-10-10,23870.0,-0.0002
2022-10-11,23925.0,0.0023
2022-10-12,23945.0,0.0008
2022-10-13,24120.0,0.0073
2022-10-14,24110.0,-0.0004
2022-10-17,24310.0,0.0083
2022-10-18,24430.0,0.0049
2022-10-19,24450.0,0.0008
2022-10-20,24530.0,0.0033
2022-10-21,24820.0,0.0118
2022-10-24,24830.0,0.0004
2022-10-25,24840.0,0.0004
2022-10-26,24830.0,-0.0004
2022-10-27,24830.0,0.0
2022-10-28,24820.0,-0.0004
2022-10-31,24840.0,0.0008
2022-11-01,24850.0,0.0004
2022-11-02,24835.0,-0.0006
2022-11-03,24860.0,0.001
2022-11-04,24870.0,0.0004
2022-11-07,24870.0,0.0
2022-11-08,24871.0,0.0
2022-11-09,24862.0,-0.0004
2022-11-10,24865.0,0.0001
2022-11-11,24805.0,-0.0024
2022-11-14,24735.0,-0.0028000000000000004
2022-11-15,24765.0,0.0012
2022-11-16,24775.0,0.0004
2022-11-17,24805.0,0.0012
2022-11-18,24800.0,-0.0002
2022-11-21,24835.0,0.0014000000000000002
2022-11-22,24850.0,0.0006
2022-11-23,24844.0,-0.0002
2022-11-24,24833.0,-0.0004
2022-11-25,24760.0,-0.0029
2022-11-28,24770.0,0.0004
2022-11-29,24750.0,-0.0008
2022-11-30,24630.0,-0.0048
2022-12-01,24500.0,-0.0053
2022-12-02,24350.0,-0.0060999999999999995
2022-12-05,23980.0,-0.0152
2022-12-06,23980.0,0.0
2022-12-07,23900.0,-0.0033
2022-12-08,23780.0,-0.005
2022-12-09,23550.0,-0.0097
2022-12-12,23680.0,0.0055000000000000005
2022-12-13,23600.0,-0.0034000000000000002
2022-12-14,23520.0,-0.0034000000000000002
2022-12-15,23500.0,-0.0009
2022-12-16,23580.0,0.0034000000000000002
2022-12-19,23700.0,0.0051
2022-12-20,23730.0,0.0013
2022-12-21,23700.0,-0.0013
2022-12-22,23630.0,-0.003
2022-12-23,23560.0,-0.003
2022-12-26,23590.0,0.0013
2022-12-27,23580.0,-0.0004
2022-12-28,23620.0,0.0017000000000000001
2022-12-29,23600.0,-0.0008
2022-12-30,23610.0,0.0004
2023-01-02,23610.0,0.0
2023-01-03,23515.0,-0.004
2023-01-04,23510.0,-0.0002
2023-01-05,23475.0,-0.0015
2023-01-06,23460.0,-0.0006
2023-01-09,23447.0,-0.0006
2023-01-10,23445.0,-0.0001
2023-01-11,23440.0,-0.0002
2023-01-12,23438.0,-0.0001
2023-01-13,23435.0,-0.0001
2023-01-16,23445.0,0.0004
2023-01-17,23427.0,-0.0008
2023-01-18,23437.0,0.0004
2023-01-19,23440.0,0.0001
2023-01-20,23440.0,0.0
2023-01-23,23440.0,0.0
2023-01-24,23440.0,0.0
2023-01-25,23440.0,0.0
